EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
7.245,3.444,9.501,10.625,6.732,5.640,6.674,9.020,-0.082,1.001,-0.047,1.007,3.052,-0.336,80.000,7770.000,1.000
6.469,0.766,6.703,8.824,3.451,1.046,3.163,6.807,-0.082,1.000,-0.044,0.946,3.204,-0.305,80.000,7771.000,1.000
6.292,-1.180,5.632,7.674,2.123,-1.682,1.236,5.121,-0.082,1.002,-0.046,0.977,3.204,-0.275,80.000,7772.000,1.000
6.223,-1.466,5.588,7.385,2.073,-2.147,1.334,4.755,-0.082,1.001,-0.045,1.099,3.387,-0.275,80.000,7773.000,1.000
5.453,-0.476,5.256,7.428,2.062,-1.248,2.596,5.332,-0.083,1.001,-0.043,1.190,3.479,-0.275,80.000,7774.000,1.000
3.628,0.032,4.021,6.876,1.627,-0.357,3.619,5.488,-0.084,1.001,-0.044,1.312,3.540,-0.305,80.000,7775.000,1.000
1.156,-1.307,2.300,5.324,1.096,-0.260,3.567,4.276,-0.085,1.000,-0.047,1.221,3.601,-0.336,80.000,7776.000,1.000
-1.146,-3.918,0.840,3.438,0.658,-0.870,2.599,2.201,-0.086,1.000,-0.049,1.312,3.632,-0.305,80.000,7777.000,1.000
-2.679,-6.043,-0.071,2.326,-0.121,-1.939,1.226,0.487,-0.087,1.000,-0.048,1.282,3.571,-0.336,80.000,7778.000,1.000
-3.324,-6.814,-0.567,2.414,-1.605,-3.608,-0.404,-0.432,-0.087,1.001,-0.048,1.282,3.632,-0.397,80.000,7779.000,1.000
-3.176,-6.935,-0.598,3.154,-3.266,-5.974,-2.290,-1.184,-0.088,0.999,-0.048,1.282,3.510,-0.366,80.000,7780.000,1.000
-2.292,-7.342,0.126,3.730,-4.102,-8.556,-4.053,-2.348,-0.089,1.001,-0.047,1.312,3.571,-0.275,80.000,7781.000,1.000
-0.848,-7.846,1.498,3.829,-3.893,-10.595,-5.083,-3.577,-0.089,1.004,-0.052,1.251,3.510,-0.305,80.000,7782.000,1.000
0.621,-7.581,2.677,3.629,-3.509,-11.749,-5.127,-4.075,-0.088,1.002,-0.051,1.282,3.601,-0.275,80.000,7783.000,1.000
1.439,-6.545,2.714,3.209,-3.824,-12.290,-4.577,-3.773,-0.088,1.003,-0.051,1.434,3.540,-0.305,80.000,7784.000,1.000
1.399,-5.960,1.526,2.343,-4.630,-12.649,-4.060,-3.551,-0.084,1.002,-0.048,1.373,3.448,-0.305,80.000,7785.000,1.000
0.963,-6.828,-0.005,1.010,-5.014,-12.928,-3.843,-4.137,-0.087,1.002,-0.047,1.312,3.448,-0.275,80.000,7786.000,1.000
0.592,-8.675,-1.103,-0.350,-4.738,-13.136,-3.861,-5.247,-0.087,1.002,-0.046,1.312,3.357,-0.305,80.000,7787.000,1.000
0.081,-10.241,-2.003,-1.375,-4.770,-13.739,-4.295,-6.161,-0.089,1.002,-0.050,1.282,3.296,-0.305,80.000,7788.000,1.000
-1.096,-11.121,-3.411,-2.319,-6.113,-15.442,-5.670,-6.820,-0.087,1.001,-0.051,1.312,3.235,-0.275,80.000,7789.000,1.000
-2.905,-12.076,-5.315,-3.743,-8.491,-18.280,-8.201,-7.844,-0.089,1.002,-0.049,1.373,3.265,-0.214,80.000,7790.000,1.000
-4.518,-13.613,-6.797,-5.663,-10.594,-21.205,-11.224,-9.452,-0.089,1.004,-0.049,1.312,3.235,-0.122,80.000,7791.000,1.000
-5.013,-14.829,-6.998,-7.252,-11.483,-22.759,-13.518,-10.771,-0.089,1.002,-0.050,1.312,3.143,-0.122,80.000,7792.000,1.000
-4.137,-14.267,-5.927,-7.501,-11.333,-22.206,-14.286,-10.652,-0.090,1.004,-0.048,1.343,3.052,-0.122,80.000,7793.000,1.000
-2.264,-11.700,-4.159,-6.109,-10.720,-20.000,-13.697,-8.999,-0.089,1.004,-0.052,1.282,3.052,-0.244,80.000,7794.000,1.000
0.220,-8.470,-2.008,-3.680,-9.627,-17.188,-12.424,-6.908,-0.088,1.004,-0.052,1.190,2.960,-0.092,80.000,7795.000,1.000
3.108,-5.983,0.548,-1.149,-7.666,-14.543,-10.888,-5.448,-0.090,1.004,-0.052,1.312,2.930,-0.092,80.000,7796.000,1.000
5.942,-4.359,3.190,0.874,-5.154,-12.335,-9.163,-4.690,-0.089,1.001,-0.051,1.221,2.838,-0.092,80.000,7797.000,1.000
7.811,-2.942,4.944,2.189,-3.355,-10.765,-7.478,-4.092,-0.087,1.000,-0.049,1.190,2.716,-0.061,80.000,7798.000,1.000
7.925,-1.828,4.895,2.676,-3.324,-10.211,-6.414,-3.577,-0.087,0.997,-0.050,1.221,2.838,0.092,80.000,7799.000,1.000
6.442,-2.045,3.197,2.231,-4.705,-10.794,-6.344,-3.671,-0.086,0.996,-0.050,1.373,2.808,0.092,80.000,7800.000,1.000
