EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
16.452,22.383,19.005,17.906,20.665,13.481,15.075,16.189,-0.072,1.005,-0.040,1.099,1.770,-0.732,80.000,8319.000,1.000
13.904,19.667,17.253,16.753,20.065,14.058,14.997,17.771,-0.073,1.006,-0.037,1.007,1.678,-0.763,80.000,8320.000,1.000
10.708,17.211,14.629,15.048,18.134,14.081,13.992,18.118,-0.071,1.006,-0.034,1.068,1.648,-0.793,80.000,8321.000,1.000
7.279,14.890,11.095,12.685,14.567,12.885,11.498,16.491,-0.073,1.005,-0.036,1.007,1.587,-0.671,80.000,8322.000,1.000
4.319,11.988,7.477,9.676,10.367,10.612,7.817,12.724,-0.071,1.005,-0.039,1.007,1.556,-0.610,80.000,8323.000,1.000
2.512,8.748,4.969,6.639,7.064,8.424,4.326,8.047,-0.070,1.002,-0.039,0.977,1.465,-0.641,80.000,8324.000,1.000
1.896,6.367,3.900,4.353,5.223,7.378,2.304,4.309,-0.070,1.002,-0.036,1.099,1.526,-0.488,80.000,8325.000,1.000
1.714,5.533,3.449,2.972,4.241,7.482,1.875,2.430,-0.068,1.001,-0.039,1.190,1.617,-0.580,80.000,8326.000,1.000
1.061,5.531,2.701,1.891,3.509,8.061,2.281,1.879,-0.066,0.999,-0.040,1.373,1.648,-0.519,80.000,8327.000,1.000
-0.331,5.076,1.554,0.404,3.094,8.635,2.852,1.578,-0.068,0.999,-0.039,1.282,1.587,-0.488,80.000,8328.000,1.000
-2.016,3.824,0.464,-1.569,3.182,9.222,3.491,1.139,-0.068,1.000,-0.039,1.312,1.740,-0.336,80.000,8329.000,1.000
-3.485,2.658,-0.376,-3.417,3.372,9.905,4.377,1.082,-0.067,1.001,-0.042,1.404,1.801,-0.336,80.000,8330.000,1.000
-4.775,2.249,-1.345,-4.596,2.873,10.270,5.305,1.765,-0.067,1.002,-0.039,1.404,1.892,-0.366,80.000,8331.000,1.000
-6.416,1.754,-2.992,-5.399,1.274,9.433,5.478,2.426,-0.066,1.002,-0.039,1.556,1.801,-0.336,80.000,8332.000,1.000
-8.763,-0.361,-5.417,-6.655,-1.053,6.806,4.178,1.753,-0.067,1.002,-0.042,1.648,1.770,-0.336,80.000,8333.000,1.000
-11.440,-4.231,-8.066,-8.587,-3.303,2.793,1.625,-0.537,-0.067,1.003,-0.041,1.617,1.953,-0.366,80.000,8334.000,1.000
-13.578,-8.004,-10.094,-10.338,-4.860,-1.411,-1.063,-3.219,-0.064,1.003,-0.039,1.648,2.136,-0.366,80.000,8335.000,1.000
-14.466,-9.622,-10.864,-10.837,-5.466,-4.706,-2.856,-4.886,-0.064,1.002,-0.041,1.617,2.197,-0.183,80.000,8336.000,1.000
-13.797,-8.702,-10.049,-9.822,-4.892,-6.651,-3.497,-5.320,-0.064,1.001,-0.044,1.648,2.289,-0.397,80.000,8337.000,1.000
-11.484,-6.332,-7.539,-7.796,-2.838,-7.280,-3.217,-5.212,-0.064,1.003,-0.042,1.526,2.289,-0.397,80.000,8338.000,1.000
-7.639,-3.485,-3.642,-5.292,0.508,-6.824,-2.264,-4.951,-0.064,1.004,-0.041,1.587,2.441,-0.153,80.000,8339.000,1.000
-2.821,-0.276,0.696,-2.454,4.085,-5.785,-0.943,-4.217,-0.066,1.004,-0.040,1.556,2.502,-0.275,80.000,8340.000,1.000
1.986,3.245,4.327,0.714,6.661,-4.922,0.189,-2.721,-0.067,1.002,-0.038,1.526,2.625,-0.336,80.000,8341.000,1.000
5.899,6.268,6.759,3.969,7.972,-4.809,0.572,-0.906,-0.066,1.004,-0.039,1.587,2.808,-0.397,80.000,8342.000,1.000
8.678,7.823,8.510,6.949,8.912,-5.289,0.169,0.443,-0.067,1.003,-0.041,1.465,2.808,-0.336,80.000,8343.000,1.000
10.670,8.125,10.492,9.633,10.479,-5.473,-0.397,1.175,-0.068,1.004,-0.040,1.465,2.869,-0.397,80.000,8344.000,1.000
12.256,8.652,13.065,12.360,12.722,-4.443,-0.424,1.941,-0.069,1.005,-0.039,1.465,3.021,-0.397,80.000,8345.000,1.000
13.447,10.525,15.715,15.236,14.862,-2.029,0.142,3.232,-0.067,1.005,-0.038,1.343,3.113,-0.397,80.000,8346.000,1.000
13.979,13.120,17.583,17.658,16.233,1.117,0.713,4.584,-0.067,1.003,-0.038,1.190,3.235,-0.366,80.000,8347.000,1.000
13.681,14.762,18.150,18.672,16.766,4.136,0.769,5.090,-0.068,1.003,-0.037,1.221,3.143,-0.519,80.000,8348.000,1.000
12.671,14.625,17.404,17.868,16.572,6.519,0.419,4.558,-0.069,0.999,-0.039,1.190,3.113,-0.519,80.000,8349.000,1.000
11.148,13.490,15.573,15.778,15.477,8.162,0.192,3.781,-0.069,1.002,-0.039,1.007,3.174,-0.427,80.000,8350.000,1.000
9.146,12.507,12.951,13.291,13.318,9.136,0.417,3.545,-0.068,1.003,-0.037,1.068,3.174,-0.366,80.000,8351.000,1.000
6.567,11.682,9.925,10.753,10.498,9.559,0.921,3.611,-0.068,1.003,-0.040,1.099,3.235,-0.397,80.000,8352.000,1.000
3.382,10.041,6.879,7.828,7.847,9.632,1.386,3.070,-0.068,1.003,-0.038,1.007,3.204,-0.275,80.000,8353.000,1.000
-0.238,7.211,3.978,4.248,5.867,9.695,1.885,1.695,-0.068,1.003,-0.035,1.099,3.113,-0.244,80.000,8354.000,1.000
-3.934,4.183,1.123,0.469,4.309,10.038,2.795,0.439,-0.069,1.003,-0.038,1.068,3.326,-0.305,80.000,8355.000,1.000
-7.271,2.156,-1.774,-2.667,2.618,10.595,4.182,0.327,-0.071,1.003,-0.038,1.038,3.357,-0.214,80.000,8356.000,1.000
-9.896,1.070,-4.491,-4.747,0.754,10.995,5.591,1.277,-0.072,1.003,-0.037,1.099,3.357,-0.214,80.000,8357.000,1.000
-11.679,-0.162,-6.609,-6.066,-0.716,10.959,6.535,2.334,-0.071,1.003,-0.038,1.129,3.387,-0.244,80.000,8358.000,1.000
-12.787,-2.074,-7.919,-7.065,-1.343,10.565,7.029,2.879,-0.073,1.002,-0.039,1.068,3.235,-0.153,80.000,8359.000,1.000
-13.682,-3.904,-8.648,-7.792,-1.377,10.055,7.468,3.164,-0.073,1.003,-0.039,0.977,3.326,-0.092,80.000,8360.000,1.000
-14.987,-4.851,-9.347,-8.186,-1.550,9.321,7.926,3.483,-0.071,1.004,-0.036,0.854,3.265,-0.122,80.000,8361.000,1.000
-16.971,-5.445,-10.419,-8.599,-2.316,7.847,7.906,3.364,-0.073,1.003,-0.035,1.007,3.265,0.031,80.000,8362.000,1.000
